data_format,postcode,year_completed,clue_small_area,clue_block,street_address,property_id,floors_above,resi_dwellings,studio_dwe,one_bdrm_dwe,two_bdrm_dwe,three_bdrm_dwe,student_apartments,student_beds,student accommodation units,intitutional_accom_beds,hotel_rooms,serviced_apartments,hotels_serviced_apartments,hostel_beds,childcare_places,office_flr,retail_flr,industrial_flr,storage_flr,education_flr,hospital_flr,recreation_flr,publicdispaly_flr,community_flr,car_spaces,bike_spaces,town_planning_application_no,Location 1
Pre May 16,3004,2011.0,Melbourne (Remainder),850,Yarra Boathouses 1-7 Boathouse Drive MELBOURNE VIC 3004,105113,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,0,0,"(-37.81990552, 144.9705641)"
Pre May 16,3053,2003.0,Carlton,227,101-111 Neill Street CARLTON VIC 3053,105188,3.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.79470004, 144.9716134)"
Pre May 16,3003,2012.0,West Melbourne (Industrial),502,133-165 Kensington Road WEST MELBOURNE VIC 3003,105221,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700,0,0,5738,0,0,0,0,0,0,0,0,"(-37.79963865, 144.9191747)"
Pre May 16,3000,2010.0,Melbourne (CBD),11,27-31 King Street MELBOURNE VIC 3000,105294,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710,0,0,0,0,0,0,0,0,0,0,0,"(-37.81975556, 144.9569486)"
Pre May 16,3000,2014.0,Melbourne (CBD),71,Hotel Sophia 277-287 King Street MELBOURNE VIC 3000,105318,3.0,0,0,0,0,0,0,0,0,0,48,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.81367556, 144.9541999)"
Pre May 16,3000,2005.0,Melbourne (CBD),71,Hotel Sophia 277-287 King Street MELBOURNE VIC 3000,105318,4.0,0,0,0,0,0,0,0,0,0,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.81367556, 144.9541999)"
Pre May 16,3003,2010.0,West Melbourne (Residential),91,369-379 King Street WEST MELBOURNE VIC 3003,105325,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524,232,0,0,0,0,0,0,0,0,0,0,"(-37.81166295, 144.9532516)"
Pre May 16,3000,2002.0,Melbourne (CBD),72,262-274 King Street MELBOURNE VIC 3000,105376,18.0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,909,0,0,0,0,0,0,0,0,0,0,0,"(-37.81372383, 144.9549299)"
Pre May 16,3000,2004.0,Melbourne (CBD),93,378-392 La Trobe Street MELBOURNE VIC 3000,105477,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22962,0,0,0,0,0,0,0,0,0,0,0,"(-37.81091468, 144.9580435)"
Pre May 16,3000,2014.0,Melbourne (CBD),94,312-318 La Trobe Street MELBOURNE VIC 3000,105483,24.0,0,0,0,0,0,379,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.81028876, 144.9600702)"
Pre May 16,3000,2008.0,Melbourne (CBD),97,58-66 La Trobe Street MELBOURNE VIC 3000,105491,4.0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.80829651, 144.9669434)"
Pre May 16,3053,2005.0,Carlton,258,97-113 Leicester Street CARLTON VIC 3053,105509,8.0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.80336538, 144.9601751)"
Pre May 16,3053,2007.0,Carlton,257,130-138 Leicester Street CARLTON VIC 3053,105522,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,443,0,0,0,0,0,0,0,0,0,0,"(-37.80298579, 144.9609861)"
Pre May 16,3053,2015.0,Carlton,257,108-128 Leicester Street CARLTON VIC 3053,105523,14.0,0,0,0,0,0,414,0,414,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,5,118,0,"(-37.80334797, 144.961044)"
Pre May 16,3053,2009.0,Carlton,257,100-106 Leicester Street CARLTON VIC 3053,105524,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6300,0,0,0,0,0,0,0,0,0,0,0,"(-37.80370838, 144.9608578)"
Pre May 16,3053,2011.0,Carlton,257,100-106 Leicester Street CARLTON VIC 3053,105524,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6300,0,0,0,0,0,0,0,"(-37.80370838, 144.9608578)"
Pre May 16,3051,2009.0,North Melbourne,370,91-101 Leveson Street NORTH MELBOURNE VIC 3051,105618,4.0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.80197679, 144.9508063)"
Pre May 16,3051,2010.0,North Melbourne,368,17-19 Arden Street NORTH MELBOURNE VIC 3051,105624,2.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,"(-37.8013705, 144.9517267)"
Pre May 16,3051,2003.0,North Melbourne,368,98-104 Leveson Street NORTH MELBOURNE VIC 3051,105628,4.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.80175935, 144.9518209)"
Pre May 16,3051,2011.0,North Melbourne,368,15-33 Byron Street NORTH MELBOURNE VIC 3051,105630,4.0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.80198135, 144.9518409)"
Pre May 16,3051,2015.0,North Melbourne,368,68-82 Leveson Street NORTH MELBOURNE VIC 3051,105632,4.0,99,0,51,41,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,60,0,"(-37.80250243, 144.9516987)"
Pre May 16,3000,2005.0,Melbourne (CBD),58,16-22 Liverpool Street MELBOURNE VIC 3000,105659,12.0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.81105993, 144.971548)"
Pre May 16,3000,2006.0,Melbourne (CBD),68,23-33 Lonsdale Street MELBOURNE VIC 3000,105669,29.0,0,0,0,0,0,0,0,0,0,0,143,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.80989265, 144.9713817)"
Pre May 16,3000,2003.0,Melbourne (CBD),68,Unilodge on Lonsdale 35-41 Lonsdale Street MELBOURNE VIC 3000,105670,22.0,42,0,0,0,0,226,0,226,0,0,0,0,0,0,69,206,0,0,0,0,0,0,0,0,0,0,"(-37.80996062, 144.9711505)"
Pre May 16,3000,2009.0,Melbourne (CBD),67,103-105 Lonsdale Street MELBOURNE VIC 3000,105673,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,0,0,0,0,0,0,0,0,0,0,0,"(-37.81049414, 144.9692533)"
Pre May 16,3000,2004.0,Melbourne (CBD),67,139-143 Lonsdale Street MELBOURNE VIC 3000,105680,16.0,0,0,0,0,0,0,0,0,0,0,89,89,0,0,146,37,0,0,0,0,0,0,0,0,0,0,"(-37.81078621, 144.9682613)"
Pre May 16,3000,2014.0,Melbourne (CBD),65,269-321 Lonsdale Street MELBOURNE VIC 3000,105698,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42000,0,0,0,0,0,0,0,0,0,0,"(-37.81247167, 144.9639296)"
Pre May 16,3000,2014.0,Melbourne (CBD),61,617-639 Lonsdale Street MELBOURNE VIC 3000,105718,50.0,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.81542152, 144.9536247)"
Pre May 16,3000,2013.0,Melbourne (CBD),61,617-639 Lonsdale Street MELBOURNE VIC 3000,105718,47.0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.81542152, 144.9536247)"
Pre May 16,3000,2002.0,Melbourne (CBD),74,University City Apartments 402-408 Lonsdale Street MELBOURNE VIC 3000,105737,13.0,0,0,0,0,0,214,0,214,0,0,0,0,0,0,97,195,0,0,0,0,0,0,0,0,0,0,"(-37.81245056, 144.9603272)"
Pre May 16,3000,2011.0,Melbourne (CBD),74,364-372 Lonsdale Street MELBOURNE VIC 3000,105742,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3337,0,0,0,0,0,0,0,0,0,0,0,"(-37.81223072, 144.96147)"
Pre May 16,3000,2005.0,Melbourne (CBD),85,Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000,105746,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,"(-37.81050923, 144.9627706)"
Pre May 16,3000,2003.0,Melbourne (CBD),76,QV Village 278-300 Swanston Street MELBOURNE VIC 3000,105749,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44840,32834,0,0,0,0,0,0,0,0,0,0,"(-37.81067869, 144.965725)"
Pre May 16,3000,2004.0,Melbourne (CBD),76,QV Village 278-300 Swanston Street MELBOURNE VIC 3000,105749,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18450,0,0,0,0,0,0,0,0,0,0,0,"(-37.81067869, 144.965725)"
Pre May 16,3000,2004.0,Melbourne (CBD),76,QV Village 278-300 Swanston Street MELBOURNE VIC 3000,105749,44.0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.81067869, 144.965725)"
Pre May 16,3000,2004.0,Melbourne (CBD),76,QV Village 278-300 Swanston Street MELBOURNE VIC 3000,105749,48.0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.81067869, 144.965725)"
Pre May 16,3000,2015.0,Melbourne (CBD),77,166-170 Lonsdale Street MELBOURNE VIC 3000,105751,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3072,384,0,0,0,0,190,0,0,0,0,0,"(-37.81056735, 144.9673695)"
Pre May 16,3051,2003.0,North Melbourne,341,15-23A Lothian Street NORTH MELBOURNE VIC 3051,105765,3.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.80379872, 144.94407)"
Pre May 16,3000,2004.0,Melbourne (CBD),53,451-457 Little Bourke Street MELBOURNE VIC 3000,105854,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2404,0,0,0,0,0,0,0,0,0,0,0,"(-37.81446338, 144.959416)"
Pre May 16,3000,2007.0,Melbourne (CBD),64,372-378 Little Bourke Street MELBOURNE VIC 3000,105871,6.0,0,0,0,0,0,0,0,0,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.81342468, 144.9614805)"
Pre May 16,3000,2002.0,Melbourne (CBD),65,Break Free (Heritage on Little Bourke) 318-322 Little Bourke Street MELBOURNE VIC 3000,105875,13.0,0,0,0,0,0,0,0,0,0,0,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.81292592, 144.9631275)"
Pre May 16,3000,2014.0,Melbourne (CBD),38,25-35 Little Collins Street MELBOURNE VIC 3000,105910,32.0,187,0,0,0,0,0,0,0,0,174,0,174,0,0,0,0,0,0,0,0,306,0,0,40,52,0,"(-37.81289879, 144.9727056)"
Pre May 16,3000,2014.0,Melbourne (CBD),31,601-611 Little Collins Street MELBOURNE VIC 3000,105945,8.0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3129,0,0,194,0,0,0,0,0,"(-37.81802841, 144.9549044)"
Pre May 16,3000,2006.0,Melbourne (CBD),46,Council House 2 218-242 Little Collins Street MELBOURNE VIC 3000,105962,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9906,479,0,0,0,0,0,0,0,0,0,0,"(-37.81413224, 144.9668095)"
Pre May 16,3000,2014.0,Melbourne (CBD),95,22-32 Little La Trobe Street MELBOURNE VIC 3000,105989,18.0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,"(-37.80917171, 144.9626725)"
Pre May 16,3051,2011.0,North Melbourne,355,29-31 Little Leveson Street NORTH MELBOURNE VIC 3051,105997,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.80418275, 144.9515213)"
Pre May 16,3000,2010.0,Melbourne (CBD),72,551-555 Little Lonsdale Street MELBOURNE VIC 3000,106023,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,413,0,0,0,0,0,0,0,0,0,0,"(-37.81329565, 144.9555651)"
Pre May 16,3000,2014.0,Melbourne (CBD),72,Metro Park West Apartments 557-561 Little Lonsdale Street MELBOURNE VIC 3000,106024,25.0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,"(-37.81335272, 144.9553662)"
Pre May 16,3000,2005.0,Melbourne (CBD),82,466-468 Little Lonsdale Street MELBOURNE VIC 3000,106031,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964,0,0,0,0,0,216,0,0,0,0,0,"(-37.81290461, 144.955573)"
Pre May 16,3000,2010.0,Melbourne (CBD),83,La Banque Apartments 380-386 Little Lonsdale Street MELBOURNE VIC 3000,106035,36.0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,"(-37.81209822, 144.9581022)"
Pre May 16,3000,2014.0,Melbourne (CBD),84,280-294 Little Lonsdale Street MELBOURNE VIC 3000,106044,36.0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,"(-37.81127448, 144.9609411)"
Pre May 16,3000,2014.0,Melbourne (CBD),84,280-294 Little Lonsdale Street MELBOURNE VIC 3000,106044,40.0,318,0,0,202,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,164,0,"(-37.81127448, 144.9609411)"
Pre May 16,3000,2004.0,Melbourne (CBD),87,158-162 Little Lonsdale Street MELBOURNE VIC 3000,106047,9.0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.80954011, 144.9671868)"
Pre May 16,3000,2010.0,Melbourne (CBD),87,EastEnd Apartments 2-14 Exploration Lane MELBOURNE VIC 3000,106056,30.0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,"(-37.8091399, 144.9684463)"
Pre May 16,3053,2008.0,Carlton,247,204-218 Lygon Street CARLTON VIC 3053,106237,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7581,328,0,0,0,0,0,0,0,0,0,0,"(-37.80218764, 144.9671431)"
Pre May 16,3053,2003.0,Carlton,252,98-126 Lygon Street CARLTON VIC 3053,106250,5.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,"(-37.80443771, 144.9667019)"
Pre May 16,3051,2009.0,North Melbourne,322,135-173 Macaulay Road NORTH MELBOURNE VIC 3051,106293,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203,0,0,0,0,0,0,0,0,0,"(-37.79747129, 144.9405564)"
Pre May 16,3051,2010.0,North Melbourne,309,275-285 MacAulay Road NORTH MELBOURNE VIC 3051,106302,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592,0,0,0,0,0,0,0,0,"(-37.79551317, 144.9376304)"
Pre May 16,3051,2011.0,North Melbourne,309,287-313 MacAulay Road NORTH MELBOURNE VIC 3051,106303,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2803,0,0,0,0,0,0,0,"(-37.79545188, 144.9371088)"
Pre May 16,3000,2012.0,Melbourne (CBD),97,Mackenzie Tower 27-39 MacKenzie Street MELBOURNE VIC 3000,106368,32.0,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.8078113, 144.9669523)"
Pre May 16,3000,2004.0,Melbourne (CBD),44,18-22 McKillop Street MELBOURNE VIC 3000,106374,7.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.8151458, 144.9618186)"
Pre May 16,3052,2014.0,Parkville,927,Evo Apartments 107-115 Manningham Street PARKVILLE VIC 3052,106408,6.0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,"(-37.78442153, 144.9406843)"
Pre May 16,3052,2007.0,Parkville,927,125-133 Manningham Street PARKVILLE VIC 3052,106414,1.0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.78384346, 144.9403735)"
Pre May 16,3052,2014.0,Parkville,927,125-133 Manningham Street PARKVILLE VIC 3052,106414,2.0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.78384346, 144.9403735)"
Pre May 16,3000,2005.0,Melbourne (CBD),23,54-60 Market Street MELBOURNE VIC 3000,106436,24.0,37,0,0,0,0,0,0,0,0,0,280,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.81777732, 144.9608187)"
Pre May 16,3008,2014.0,Docklands,1108,Victoria Harbour Precinct 938 Collins Street DOCKLANDS VIC 3008,106983,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,2400,0,0,0,"(-37.81977616, 144.9367403)"
Pre May 16,3051,2005.0,North Melbourne,361,15-19 O'Connell Street NORTH MELBOURNE VIC 3051,106990,4.0,0,0,0,0,0,69,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.80543275, 144.9578386)"
Pre May 16,3051,2002.0,North Melbourne,361,21-27 O'Connell Street NORTH MELBOURNE VIC 3051,106991,4.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.8052506, 144.9576484)"
Pre May 16,3053,2003.0,Carlton,266,9-13 Earl Street CARLTON VIC 3053,107085,8.0,0,0,0,0,0,97,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.80616681, 144.9654309)"
Pre May 16,3053,2014.0,Carlton,233,111-149 Nicholson Street CARLTON VIC 3053,107153,8.0,232,0,86,112,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.79730914, 144.974439)"
Pre May 16,3003,2008.0,West Melbourne (Residential),435,39-47 Peel Street WEST MELBOURNE VIC 3003,107475,4.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,"(-37.80717882, 144.9554125)"
Pre May 16,3051,2011.0,North Melbourne,364,188-196 Peel Street NORTH MELBOURNE VIC 3051,107522,5.0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.80322003, 144.9568411)"
Pre May 16,3051,2005.0,North Melbourne,359,140-164 Peel Street NORTH MELBOURNE VIC 3051,107528,4.0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.80444383, 144.9566607)"
Pre May 16,3053,2014.0,Carlton,255,95-125 Pelham Street CARLTON VIC 3053,107541,15.0,118,0,92,25,1,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,40,0,"(-37.80282176, 144.964422)"
Pre May 16,3052,2011.0,Parkville,930,CSL Limited 39-79 Poplar Road PARKVILLE VIC 3052,107618,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.78034463, 144.9447501)"
Pre May 16,3004,2011.0,Melbourne (Remainder),870,Royal Freemasons Homes Of Victoria 31-75 Moubray Street MELBOURNE VIC 3004,107775,4.0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.84761543, 144.983403)"
Pre May 16,3053,2010.0,Carlton,264,205-209 Queensberry Street CARLTON VIC 3053,107869,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827,0,0,0,0,0,0,0,0,0,0,0,"(-37.80465676, 144.9619971)"
Pre May 16,3053,2006.0,Carlton,263,233-251 Queensberry Street CARLTON VIC 3053,107873,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5494,0,0,0,0,0,0,0,0,0,0,0,"(-37.80460826, 144.9606972)"
Pre May 16,3051,2012.0,North Melbourne,343,Bastow Institute of Educational Leadership 603-615 Queensberry Street NORTH MELBOURNE VIC 3051,107929,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,"(-37.80329831, 144.9470253)"
Pre May 16,3051,2012.0,North Melbourne,343,641-643 Queensberry Street NORTH MELBOURNE VIC 3051,107937,2.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.8029926, 144.9460769)"
Pre May 16,3006,2015.0,Southbank,802,31-49 Queens Bridge Street SOUTHBANK VIC 3006,108045,67.0,667,0,0,0,0,0,0,0,0,0,0,0,0,0,811,250,0,0,0,0,0,0,0,611,0,0,"(-37.82293404, 144.9613935)"
Pre May 16,3000,2010.0,Melbourne (CBD),93,CityTempo Apartments 175-181 A'Beckett Street MELBOURNE VIC 3000,108083,29.0,187,0,0,0,0,0,0,0,0,0,110,110,0,0,0,84,0,0,0,0,0,0,0,0,0,0,"(-37.81022002, 144.9582124)"
Pre May 16,3000,2003.0,Melbourne (CBD),94,350-370 Queen Street MELBOURNE VIC 3000,108089,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3187,1578,0,0,0,0,0,0,0,0,0,0,"(-37.81042552, 144.95908)"
Pre May 16,3000,2003.0,Melbourne (CBD),54,184-192 Queen Street MELBOURNE VIC 3000,108104,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2504,110,0,0,0,0,0,0,0,0,0,0,"(-37.81402804, 144.9606798)"
Pre May 16,3053,2011.0,Carlton,251,83-95 Rathdowne Street CARLTON VIC 3053,108155,5.0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,"(-37.80485099, 144.9687987)"
Pre May 16,3053,2009.0,Carlton,251,The Rathdowne 125-139 Rathdowne Street CARLTON VIC 3053,108157,5.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.80383243, 144.969019)"
Pre May 16,3053,2004.0,Carlton,216,349-355 Rathdowne Street CARLTON VIC 3053,108193,6.0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.79819052, 144.969914)"
Pre May 16,3053,2004.0,Carlton,216,357-363 Rathdowne Street CARLTON VIC 3053,108194,4.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.79802699, 144.9699425)"
Pre May 16,3053,2013.0,Carlton,228,Carlton Baths 216-248 Rathdowne Street CARLTON VIC 3053,108218,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.79345491, 144.9716835)"
Pre May 16,3003,2013.0,West Melbourne (Residential),426,87-101 Roden Street WEST MELBOURNE VIC 3003,108344,6.0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.80750405, 144.9487784)"
Pre May 16,3003,2013.0,West Melbourne (Residential),427,141-149 Roden Street WEST MELBOURNE VIC 3003,108345,6.0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,26,0,"(-37.80851237, 144.9473904)"
Pre May 16,3003,2011.0,West Melbourne (Residential),432,42-50 Rosslyn Street WEST MELBOURNE VIC 3003,108443,5.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,"(-37.80740897, 144.9525577)"
Pre May 16,3052,2015.0,Parkville,908,197-259 Royal Parade PARKVILLE VIC 3052,108496,4.0,0,0,0,0,0,58,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,"(-37.78859493, 144.9581166)"
Pre May 16,3000,2014.0,Melbourne (CBD),36,150-154 Collins Street MELBOURNE VIC 3000,108534,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19116,1415,0,0,0,0,0,0,0,143,0,0,"(-37.81417708, 144.968176)"
Pre May 16,3000,2008.0,Melbourne (CBD),107,380-388 Russell Street MELBOURNE VIC 3000,108561,5.0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.8074831, 144.9661017)"
Pre May 16,3000,2010.0,Melbourne (CBD),107,380-388 Russell Street MELBOURNE VIC 3000,108561,4.0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.8074831, 144.9661017)"
Pre May 16,3000,2004.0,Melbourne (CBD),97,336-376 Russell Street MELBOURNE VIC 3000,108562,27.0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.80825207, 144.9664698)"
Pre May 16,3000,2015.0,Melbourne (CBD),87,302-324 Russell Street MELBOURNE VIC 3000,108566,55.0,436,0,179,225,29,0,0,0,0,0,0,0,0,0,263,204,0,0,0,0,0,0,0,146,149,0,"(-37.80930233, 144.9668052)"
Pre May 16,3000,2002.0,Melbourne (CBD),47,Hero Apartments 114-120 Russell Street MELBOURNE VIC 3000,108591,15.0,132,0,0,0,0,0,0,0,0,0,26,26,0,0,0,1417,0,0,0,0,0,0,0,0,0,0,"(-37.81349357, 144.9690282)"
Pre May 16,3000,2013.0,Melbourne (CBD),27,42-44 Russell Street MELBOURNE VIC 3000,108592,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,550,0,0,0,0,279,0,0,0,0,0,"(-37.81556762, 144.9697387)"
Pre May 16,3004,2006.0,Melbourne (Remainder),710,Royce Hotel 375-385 St Kilda Road MELBOURNE VIC 3004,108617,2.0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.83508742, 144.9755401)"
Pre May 16,3004,2009.0,Melbourne (Remainder),710,393-401 St Kilda Road MELBOURNE VIC 3004,108621,7.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.83570805, 144.9760291)"
Pre May 16,3004,2010.0,Melbourne (Remainder),760,505-507 St Kilda Road MELBOURNE VIC 3004,108643,21.0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.84370941, 144.9792364)"
Pre May 16,3004,2006.0,Melbourne (Remainder),724,519-539 St Kilda Road MELBOURNE VIC 3004,108646,9.0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592,0,0,0,0,0,0,0,0,0,0,"(-37.84556679, 144.9798741)"
Pre May 16,3004,2015.0,Melbourne (Remainder),871,Wesley College 567-581 St Kilda Road MELBOURNE VIC 3004,108651,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.8492294, 144.9832338)"
