data_format,postcode,year_completed,clue_small_area,clue_block,street_address,property_id,floors_above,resi_dwellings,studio_dwe,one_bdrm_dwe,two_bdrm_dwe,three_bdrm_dwe,student_apartments,student_beds,student accommodation units,intitutional_accom_beds,hotel_rooms,serviced_apartments,hotels_serviced_apartments,hostel_beds,childcare_places,office_flr,retail_flr,industrial_flr,storage_flr,education_flr,hospital_flr,recreation_flr,publicdispaly_flr,community_flr,car_spaces,bike_spaces,town_planning_application_no,Location 1
Pre May 16,3051,2012.0,North Melbourne,365,182-194 Capel Street NORTH MELBOURNE VIC 3051,101540,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,"(-37.803162, 144.955907)"
Pre May 16,3051,2009.0,North Melbourne,358,108-112 Capel Street NORTH MELBOURNE VIC 3051,101560,4.0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.80541077, 144.9555006)"
Pre May 16,3053,2012.0,Carlton,265,51 Cardigan Street CARLTON VIC 3053,101578,2.0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.80552905, 144.9642508)"
Pre May 16,3053,2002.0,Carlton,245,203-225 Cardigan Street CARLTON VIC 3053,101608,4.0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.80170813, 144.9649452)"
Pre May 16,3053,2011.0,Carlton,203,437-439 Cardigan Street CARLTON VIC 3053,101629,2.0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.7958311, 144.9659805)"
Pre May 16,3051,2014.0,North Melbourne,353,76-78 Chapman Street NORTH MELBOURNE VIC 3051,101848,3.0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.79531399, 144.9478971)"
Pre May 16,3003,2003.0,West Melbourne (Residential),432,30-44 Chetwynd Street WEST MELBOURNE VIC 3003,101966,5.0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,"(-37.80708219, 144.9523847)"
Pre May 16,3002,2009.0,East Melbourne,615,126-158 Clarendon Street EAST MELBOURNE VIC 3002,102007,5.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.812282, 144.9841024)"
Pre May 16,3002,2010.0,East Melbourne,615,126-158 Clarendon Street EAST MELBOURNE VIC 3002,102007,11.0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.812282, 144.9841024)"
Pre May 16,3051,2012.0,North Melbourne,361,2-14 Cobden Street NORTH MELBOURNE VIC 3051,102045,4.0,0,0,0,0,0,38,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.80552735, 144.9574951)"
Pre May 16,3052,2012.0,Parkville,271,Queen's College 1-17 College Crescent PARKVILLE VIC 3052,102050,4.0,0,0,0,0,0,43,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.79341349, 144.9631654)"
Pre May 16,3052,2007.0,Parkville,271,St Hilda's College 19-27 College Crescent PARKVILLE VIC 3052,102051,5.0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.79262915, 144.9625605)"
Pre May 16,3052,2014.0,Parkville,271,Ormond College 29-55 College Crescent PARKVILLE VIC 3052,102052,3.0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.7930669, 144.9605351)"
Pre May 16,3052,2006.0,Parkville,271,Ormond College 29-55 College Crescent PARKVILLE VIC 3052,102052,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6082,0,0,0,0,0,0,0,0,0,0,0,"(-37.7930669, 144.9605351)"
Pre May 16,3052,2007.0,Parkville,271,Trinity College 100 Royal Parade PARKVILLE VIC 3052,102054,4.0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.79514063, 144.9594147)"
Pre May 16,3000,2013.0,Melbourne (CBD),26,167-173 Collins Street MELBOURNE VIC 3000,102074,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31394,1600,0,0,0,0,0,0,0,136,0,0,"(-37.81566141, 144.9683148)"
Pre May 16,3000,2009.0,Melbourne (CBD),25,241-245 Collins Street MELBOURNE VIC 3000,102081,5.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.81606227, 144.9658297)"
Pre May 16,3000,2007.0,Melbourne (CBD),25,271-285 Collins Street MELBOURNE VIC 3000,102086,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,"(-37.81654626, 144.9649787)"
Pre May 16,3000,2012.0,Melbourne (CBD),25,287-301 Collins Street MELBOURNE VIC 3000,102087,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1174,0,0,0,0,0,0,0,0,0,0,0,"(-37.81642214, 144.9644915)"
Pre May 16,3000,2012.0,Melbourne (CBD),24,351-357 Collins Street MELBOURNE VIC 3000,102091,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,1800,0,0,0,0,0,0,0,40,0,0,"(-37.8172905, 144.9627882)"
Pre May 16,3000,2002.0,Melbourne (CBD),31,Liberty Tower 612-624 Collins Street MELBOURNE VIC 3000,102109,28.0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,"(-37.81867521, 144.9543508)"
Pre May 16,3000,2015.0,Melbourne (CBD),31,568-580 Collins Street MELBOURNE VIC 3000,102112,67.0,588,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,288,0,0,0,0,0,0,0,266,190,0,"(-37.81836589, 144.9554242)"
Pre May 16,3000,2003.0,Melbourne (CBD),31,McPherson's Building 546-566 Collins Street MELBOURNE VIC 3000,102113,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676,1400,0,0,0,0,0,0,0,0,0,0,"(-37.81824449, 144.9558442)"
Pre May 16,3000,2005.0,Melbourne (CBD),32,480-490 Collins Street MELBOURNE VIC 3000,102118,21.0,29,0,0,0,0,0,0,0,0,0,260,260,0,0,1470,259,0,0,0,0,0,0,0,0,0,0,"(-37.81764139, 144.9579658)"
Pre May 16,3000,2008.0,Melbourne (CBD),33,454-456 Collins Street MELBOURNE VIC 3000,102122,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2275,0,0,0,0,0,0,0,0,0,0,0,"(-37.81734734, 144.9592317)"
Pre May 16,3000,2012.0,Melbourne (CBD),33,400-402 Collins Street MELBOURNE VIC 3000,102130,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927,272,0,0,0,0,0,0,0,0,0,0,"(-37.8168249, 144.9609385)"
Pre May 16,3000,2011.0,Melbourne (CBD),35,258-274 Collins Street MELBOURNE VIC 3000,102143,13.0,0,0,0,0,0,0,0,0,0,54,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.81537999, 144.9648904)"
Pre May 16,3003,2009.0,West Melbourne (Industrial),1111,25 Enterprize Road WEST MELBOURNE VIC 3003,102179,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,13500,0,0,0,0,0,0,0,0,"(-37.81616029, 144.9293874)"
Pre May 16,3000,2011.0,Melbourne (CBD),47,20-26 Coromandel Place MELBOURNE VIC 3000,102197,16.0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,"(-37.81302783, 144.9692548)"
Pre May 16,3051,2012.0,North Melbourne,367,La Trobe Close 13-39 Courtney Street NORTH MELBOURNE VIC 3051,102203,7.0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,"(-37.8022174, 144.9535114)"
Pre May 16,3051,2015.0,North Melbourne,347,90-98 Curzon Street NORTH MELBOURNE VIC 3051,102370,3.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.80180468, 144.9486062)"
Pre May 16,3031,2005.0,Kensington,520,56-68 Derby Street KENSINGTON VIC 3031,102489,6.0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.79757493, 144.9274052)"
Pre May 16,3141,2003.0,South Yarra,861,143-151 Domain Road SOUTH YARRA VIC 3141,102499,3.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.83420325, 144.9810994)"
Pre May 16,3053,2009.0,Carlton,219,Rosso Apartments 262-276 Drummond Street CARLTON VIC 3053,102731,4.0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.79976069, 144.9688791)"
Pre May 16,3003,2011.0,West Melbourne (Residential),443,100-154 Batman Street WEST MELBOURNE VIC 3003,102953,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10390,0,0,0,0,0,0,0,0,0,0,0,"(-37.81101185, 144.9489427)"
Pre May 16,3003,2005.0,West Melbourne (Residential),440,104-128 Dudley Street WEST MELBOURNE VIC 3003,102960,10.0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.8092538, 144.9512713)"
Pre May 16,3003,2015.0,West Melbourne (Residential),439,52-54 Dudley Street WEST MELBOURNE VIC 3003,102972,5.0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(-37.80866622, 144.9534802)"
Pre May 16,3003,2012.0,West Melbourne (Industrial),501,442-452 Dynon Road WEST MELBOURNE VIC 3003,102997,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2321,0,0,0,0,0,0,0,0,0,"(-37.80083691, 144.9130748)"
Pre May 16,3003,2012.0,West Melbourne (Industrial),1015,142-150 Dynon Road WEST MELBOURNE VIC 3003,103005,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,0,0,0,0,0,0,0,"(-37.80291641, 144.930412)"
Pre May 16,3031,2004.0,Kensington,513,457-469 Macaulay Road KENSINGTON VIC 3031,103033,4.0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.79485049, 144.9315297)"
Pre May 16,3053,2008.0,Carlton,208,230-232 Elgin Street CARLTON VIC 3053,103127,3.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.79681346, 144.9665749)"
Pre May 16,3053,2006.0,Carlton,208,216-228 Elgin Street CARLTON VIC 3053,103128,3.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.79673722, 144.9668804)"
Pre May 16,3053,2011.0,Carlton,214,168-174 Elgin Street CARLTON VIC 3053,103140,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.79708912, 144.9687787)"
Pre May 16,3053,2010.0,Carlton,215,138-144 Elgin Street CARLTON VIC 3053,103144,3.0,0,0,0,0,0,22,0,22,0,0,0,0,0,0,0,432,0,0,0,0,0,0,0,0,0,0,"(-37.7971508, 144.9698102)"
Pre May 16,3000,2007.0,Melbourne (CBD),34,97-103 Elizabeth Street MELBOURNE VIC 3000,103176,8.0,0,0,0,0,0,0,0,0,0,146,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.81591904, 144.9634959)"
Pre May 16,3000,2014.0,Melbourne (CBD),94,284-294 La Trobe Street MELBOURNE VIC 3000,103216,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,"(-37.81001419, 144.9608496)"
Pre May 16,3000,2009.0,Melbourne (CBD),94,399-411 Elizabeth Street MELBOURNE VIC 3000,103218,5.0,34,0,0,0,0,0,0,0,0,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.80955762, 144.9606404)"
Pre May 16,3000,2007.0,Melbourne (CBD),104,453-459 Elizabeth Street MELBOURNE VIC 3000,103229,12.0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,"(-37.80845865, 144.960166)"
Pre May 16,3000,2014.0,North Melbourne,362,587-589 Elizabeth Street MELBOURNE VIC 3000,103244,10.0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,"(-37.80460726, 144.9581241)"
Pre May 16,3000,2007.0,North Melbourne,362,591-593 Elizabeth Street MELBOURNE VIC 3000,103245,7.0,0,0,0,0,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.80452349, 144.9580838)"
Pre May 16,3000,2015.0,Parkville,919,Victorian Comprehensive Cancer Centre 301-327 Grattan Street MELBOURNE VIC 3000,103256,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,94402,0,0,0,0,0,0,"(-37.80019271, 144.9566698)"
Pre May 16,3000,2013.0,Carlton,239,786-798 Elizabeth Street MELBOURNE VIC 3000,103257,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,"(-37.80007242, 144.9582638)"
Pre May 16,3000,2010.0,Carlton,260,660-674 Elizabeth Street MELBOURNE VIC 3000,103268,10.0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,1088,0,0,0,0,0,0,0,0,0,0,0,"(-37.80279165, 144.9584959)"
Pre May 16,3000,2011.0,Carlton,260,Elan Apartments 634-640 Elizabeth Street MELBOURNE VIC 3000,103275,11.0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.80338509, 144.9587732)"
Pre May 16,3000,2009.0,Carlton,261,536-542 Elizabeth Street MELBOURNE VIC 3000,103287,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260,0,0,0,0,0,0,0,0,0,0,0,"(-37.80545065, 144.9596983)"
Pre May 16,3000,2014.0,Melbourne (CBD),105,410-420 Elizabeth Street MELBOURNE VIC 3000,103303,55.0,487,0,189,288,10,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,137,202,0,"(-37.80894871, 144.961157)"
Pre May 16,3000,2003.0,Melbourne (CBD),65,222-260 Elizabeth Street MELBOURNE VIC 3000,103312,21.0,225,0,0,0,0,0,0,0,0,0,135,135,0,0,0,2103,0,0,0,0,0,0,0,0,0,0,"(-37.81270208, 144.9628825)"
Pre May 16,3000,2014.0,Melbourne (CBD),15,River View House 274-282 Flinders Street MELBOURNE VIC 3000,103328,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.81765999, 144.9650858)"
Pre May 16,3051,2011.0,North Melbourne,379,North Melbourne Primary School 200-214 Errol Street NORTH MELBOURNE VIC 3051,103480,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,"(-37.79832324, 144.9515714)"
Pre May 16,3051,2013.0,North Melbourne,370,130-140 Errol Street NORTH MELBOURNE VIC 3051,103494,5.0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,14,0,"(-37.80183594, 144.9501887)"
Pre May 16,3000,2005.0,Melbourne (CBD),17,11-37 Exhibition Street MELBOURNE VIC 3000,103592,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23255,0,0,0,0,0,0,0,0,0,0,0,"(-37.81546126, 144.9717264)"
Pre May 16,3000,2009.0,Melbourne (CBD),47,113-149 Exhibition Street MELBOURNE VIC 3000,103597,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43619,1250,0,0,0,0,0,0,0,0,0,0,"(-37.81281423, 144.9701094)"
Pre May 16,3000,2006.0,Melbourne (CBD),47,113-149 Exhibition Street MELBOURNE VIC 3000,103597,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76354,535,0,0,0,0,0,0,0,0,0,0,"(-37.81281423, 144.9701094)"
Pre May 16,3000,2011.0,Melbourne (CBD),48,136-144 Exhibition Street MELBOURNE VIC 3000,103623,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905,0,0,0,0,0,"(-37.81240242, 144.9711072)"
Pre May 16,3000,2003.0,Melbourne (CBD),38,96-102 Exhibition Street MELBOURNE VIC 3000,103628,10.0,0,0,0,0,0,0,0,0,0,0,87,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.81330117, 144.9714494)"
Pre May 16,3000,2009.0,Melbourne (CBD),87,Fraser Place Melbourne 17-19 Exploration Lane MELBOURNE VIC 3000,103631,14.0,0,0,0,0,0,0,0,0,0,0,58,58,0,0,0,130,0,0,0,0,0,0,0,0,0,0,"(-37.80895367, 144.9680775)"
Pre May 16,3051,2005.0,North Melbourne,375,RMIT Village 5-17 Flemington Road NORTH MELBOURNE VIC 3051,103810,6.0,0,0,0,0,0,238,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.80142395, 144.955841)"
Pre May 16,3051,2006.0,North Melbourne,377,47-59 Flemington Road NORTH MELBOURNE VIC 3051,103814,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,923,41,0,0,0,0,0,0,0,0,0,0,"(-37.79972957, 144.9543181)"
Pre May 16,3051,2012.0,North Melbourne,378,Unilodge on Villiers Apartments 51-63 Villiers Street NORTH MELBOURNE VIC 3051,103818,10.0,0,0,0,0,0,246,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,134,0,"(-37.7989505, 144.9533473)"
Pre May 16,3051,2011.0,North Melbourne,378,George Apartments 97-103 Flemington Road NORTH MELBOURNE VIC 3051,103824,8.0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.79844294, 144.9527049)"
Pre May 16,3052,2014.0,Parkville,931,Royal Childrens Hospital 48-50 Flemington Road PARKVILLE VIC 3052,103908,5.0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,9487,0,0,0,860,0,0,"(-37.79361764, 144.9495408)"
Pre May 16,3052,2011.0,Parkville,931,Royal Childrens Hospital 48-50 Flemington Road PARKVILLE VIC 3052,103908,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,100000,0,0,0,0,500,0,"(-37.79361764, 144.9495408)"
Pre May 16,3000,2013.0,Melbourne (CBD),16,167-173 Flinders Lane MELBOURNE VIC 3000,103934,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,"(-37.81614284, 144.9688284)"
Pre May 16,3000,2014.0,Melbourne (CBD),27,41-43 Exhibition Street MELBOURNE VIC 3000,103968,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5800,200,0,0,0,0,0,0,0,0,0,0,"(-37.81501688, 144.9715755)"
Pre May 16,3008,2003.0,Docklands,1112,Flinders Wharf Apartments 40-66 Siddeley Street DOCKLANDS VIC 3008,103980,19.0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,269,139,0,0,0,0,0,0,0,0,0,0,"(-37.82287313, 144.952474)"
Pre May 16,3000,2009.0,Melbourne (CBD),11,YHA Melbourne Central 562-564 Flinders Street MELBOURNE VIC 3000,103985,5.0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.82059587, 144.9556322)"
Pre May 16,3000,2006.0,Melbourne (CBD),11,550-554 Flinders Street MELBOURNE VIC 3000,103987,30.0,176,0,0,0,0,0,0,0,0,0,107,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.82038867, 144.9559669)"
Pre May 16,3000,2005.0,Melbourne (CBD),11,546-548 Flinders Street MELBOURNE VIC 3000,103988,15.0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.82050212, 144.9561483)"
Pre May 16,3000,2013.0,Melbourne (CBD),11,532-536 Flinders Street MELBOURNE VIC 3000,103989,26.0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,83,0,"(-37.82024236, 144.9564353)"
Pre May 16,3000,2008.0,Melbourne (CBD),14,Q2 Tower 2-8 Queen Street MELBOURNE VIC 3000,104003,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,400,0,0,0,0,0,0,0,0,0,0,"(-37.81858764, 144.9627104)"
Pre May 16,3000,2006.0,Melbourne (CBD),15,The Empire Apartments 256-268 Flinders Street MELBOURNE VIC 3000,104010,14.0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.81760667, 144.9656281)"
Pre May 16,3000,2013.0,Melbourne (CBD),17,The Duke 142-148 Flinders Street MELBOURNE VIC 3000,104021,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,"(-37.8164075, 144.9700863)"
Pre May 16,3000,2009.0,Melbourne (CBD),17,The Duke 142-148 Flinders Street MELBOURNE VIC 3000,104021,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,0,0,0,0,0,0,0,0,0,0,0,"(-37.8164075, 144.9700863)"
Pre May 16,3000,2014.0,Melbourne (CBD),17,104-112 Flinders Street MELBOURNE VIC 3000,104026,12.0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.81600514, 144.9711552)"
Pre May 16,3000,2012.0,Melbourne (CBD),17,96-98 Flinders Street MELBOURNE VIC 3000,104028,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,200,0,0,0,0,0,0,0,0,0,0,"(-37.81590142, 144.971475)"
Pre May 16,3000,2014.0,Melbourne (CBD),17,82 Flinders Street MELBOURNE VIC 3000,104031,27.0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.81587493, 144.9719344)"
Pre May 16,3003,2009.0,West Melbourne (Industrial),1004,620-628 Footscray Road WEST MELBOURNE VIC 3003,104048,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2775,0,0,0,0,0,0,0,0,"(-37.80594063, 144.9158128)"
Pre May 16,3000,2015.0,Melbourne (CBD),104,151-165 Franklin Street MELBOURNE VIC 3000,104084,45.0,778,0,0,0,0,0,0,0,0,0,0,0,0,0,494,1060,0,0,0,0,0,0,0,342,293,0,"(-37.8090435, 144.9595688)"
Pre May 16,3000,2009.0,Melbourne (CBD),115,58-64 Franklin Street MELBOURNE VIC 3000,104101,11.0,0,0,0,0,0,0,0,0,0,0,154,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.80741732, 144.9608156)"
Pre May 16,3031,2003.0,Kensington,562,1-13 Gatehouse Drive KENSINGTON VIC 3031,104200,8.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.79121717, 144.9202883)"
Pre May 16,3050,2015.0,Parkville,920,Royal Melbourne Hospital 300-328 Grattan Street PARKVILLE VIC 3050,104437,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18450,0,0,0,0,0,0,"(-37.798639, 144.9563397)"
Pre May 16,3053,2002.0,Carlton,245,251-257 Cardigan Street CARLTON VIC 3053,104450,4.0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.80077072, 144.9651041)"
Pre May 16,3010,2012.0,Parkville,270,University of Melbourne 156-292 Grattan Street PARKVILLE VIC 3010,104468,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.79675567, 144.9612204)"
Pre May 16,3010,2014.0,Parkville,270,University of Melbourne 156-292 Grattan Street PARKVILLE VIC 3010,104468,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17488,0,0,0,0,0,0,0,"(-37.79675567, 144.9612204)"
Pre May 16,3031,2012.0,Kensington,512,16-28 Bent Street KENSINGTON VIC 3031,104625,5.0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.7955797, 144.9347421)"
Pre May 16,3003,2011.0,West Melbourne (Residential),419,101-107 Hawke Street WEST MELBOURNE VIC 3003,104727,4.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.80771071, 144.9467614)"
Pre May 16,3051,2011.0,North Melbourne,377,3-11 High Street NORTH MELBOURNE VIC 3051,104822,8.0,0,0,0,0,0,149,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.79958363, 144.9538188)"
Pre May 16,3031,2009.0,Kensington,539,65-69 Hobsons Road KENSINGTON VIC 3031,104829,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,"(-37.79641837, 144.9169559)"
Pre May 16,3051,2008.0,North Melbourne,357,38-40 Howard Street NORTH MELBOURNE VIC 3051,105035,4.0,0,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.8043655, 144.954187)"
Pre May 16,3051,2003.0,North Melbourne,357,22-26 Howard Street NORTH MELBOURNE VIC 3051,105037,4.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,"(-37.80471878, 144.9543084)"
Pre May 16,3003,2010.0,West Melbourne (Residential),413,86-90 Ireland Street WEST MELBOURNE VIC 3003,105092,3.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.80656059, 144.9436122)"
Pre May 16,3003,2004.0,West Melbourne (Residential),413,74-80 Ireland Street WEST MELBOURNE VIC 3003,105094,3.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.80667311, 144.9438946)"
Pre May 16,3003,2014.0,West Melbourne (Residential),414,26-32 Ireland Street WEST MELBOURNE VIC 3003,105101,4.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-37.8074106, 144.945337)"
Pre May 16,3003,2014.0,West Melbourne (Residential),91,55-63 Jeffcott Street WEST MELBOURNE VIC 3003,105106,14.0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,29,0,"(-37.8121999, 144.9517978)"
Pre May 16,3003,2009.0,West Melbourne (Residential),101,Cityside 50-64 Jeffcott Street WEST MELBOURNE VIC 3003,105111,15.0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,"(-37.81157691, 144.951613)"
